title_norm,film,Released_Year,Runtime,IMDB_Rating,No_of_Votes,Gross,Overview,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
the terminator,The Terminator,1984.0,107,8.0,799795,38400000,"A human soldier is sent from 2029 to 1984 to stop an almost indestructible cyborg killing machine, sent from the same year, which has been programmed to execute a young woman whose unborn son is the key to humanity's future salvation.",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
gandhi,Gandhi,1982.0,191,8.0,217664,52767889,The life of the lawyer who became the famed leader of the Indian revolts against the British rule through his philosophy of nonviolent protest.,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
being there,Being There,1979.0,130,8.0,65625,30177511,"A simpleminded, sheltered gardener becomes an unlikely trusted advisor to a powerful businessman and an insider in Washington politics.",False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
annie hall,Annie Hall,1977.0,93,8.0,251823,39200000,Neurotic New York comedian Alvy Singer falls in love with the ditzy Annie Hall.,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
jaws,Jaws,1975.0,124,8.0,543388,260000000,"When a killer shark unleashes chaos on a beach community, it's up to a local sheriff, a marine biologist, and an old seafarer to hunt the beast down.",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
dog day afternoon,Dog Day Afternoon,1975.0,125,8.0,235652,50000000,"Three amateur bank robbers plan to hold up a bank. A nice simple robbery: Walk in, take the money, and run. Unfortunately, the supposedly uncomplicated heist suddenly becomes a bizarre nightmare as everything that could go wrong does.",False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
young frankenstein,Young Frankenstein,1974.0,106,8.0,143359,86300000,"An American grandson of the infamous scientist, struggling to prove that his grandfather was not as insane as people believe, is invited to Transylvania, where he discovers the process that reanimates a dead body.",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
papillon,Papillon,1973.0,151,8.0,121627,53267000,"A man befriends a fellow criminal as the two of them begin serving their sentence on a dreadful prison island, which inspires the man to plot his escape.",False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
the exorcist,The Exorcist,1973.0,122,8.0,362393,232906145,"When a 12-year-old girl is possessed by a mysterious entity, her mother seeks the help of two priests to save her.",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
the last picture show,The Last Picture Show,1971.0,118,8.0,42456,29133000,"In 1951, a group of high schoolers come of age in a bleak, isolated, atrophied North Texas town that is slowly dying, both culturally and economically.",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
fiddler on the roof,Fiddler on the Roof,1971.0,181,8.0,39491,80500000,"In prerevolutionary Russia, a Jewish peasant contends with marrying off three of his daughters while growing anti-Semitic sentiment threatens his village.",False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False
il conformista,Il conformista,1970.0,113,8.0,27067,541940,"A weak-willed Italian man becomes a fascist flunky who goes abroad to arrange the assassination of his old teacher, now a political dissident.",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
butch cassidy and the sundance kid,Butch Cassidy and the Sundance Kid,1969.0,110,8.0,201888,102308889,"Wyoming, early 1900s. Butch Cassidy and The Sundance Kid are the leaders of a band of outlaws. After a train robbery goes wrong they find themselves on the run with a posse hard on their heels. Their solution - escape to Bolivia.",False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
planet of the apes,Planet of the Apes,1968.0,112,8.0,165167,33395426,"An astronaut crew crash-lands on a planet in the distant future where intelligent talking apes are the dominant species, and humans are the oppressed and enslaved.",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
the graduate,The Graduate,1967.0,106,8.0,253676,104945305,A disillusioned college graduate finds himself torn between his older lover and her daughter.,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
the sound of music,The Sound of Music,1965.0,172,8.0,205425,163214286,A woman leaves an Austrian convent to become a governess to the children of a Naval officer widower.,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
doctor zhivago,Doctor Zhivago,1965.0,197,8.0,69903,111722000,"The life of a Russian physician and poet who, although married to another, falls in love with a political activist's wife and experiences hardship during World War I and then the October Revolution.",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
per un pugno di dollari,Per un pugno di dollari,1964.0,99,8.0,198219,14500000,"A wandering gunfighter plays two rival families against each other in a town torn apart by greed, pride, and revenge.",True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
the hustler,The Hustler,1961.0,134,8.0,75067,8284000,An up-and-coming pool player plays a long-time champion in a single high-stakes match.,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
la dolce vita,La dolce vita,1960.0,174,8.0,66621,19516000,A series of stories following a week in the life of a philandering paparazzo journalist living in Rome.,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
rio bravo,Rio Bravo,1959.0,141,8.0,56305,12535000,"A small-town sheriff in the American West enlists the help of a cripple, a drunk, and a young gunfighter in his efforts to hold in jail the brother of the local bad guy.",True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
touch of evil,Touch of Evil,1958.0,95,8.0,98431,2237659,"A stark, perverse story of murder, kidnapping, and police corruption in a Mexican border town.",False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
cat on a hot tin roof,Cat on a Hot Tin Roof,1958.0,108,8.0,45062,17570324,Brick is an alcoholic ex-football player who drinks his days away and resists the affections of his wife. A reunion with his terminal father jogs a host of memories and revelations for both father and son.,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
a streetcar named desire,A Streetcar Named Desire,1951.0,122,8.0,99182,8000000,Disturbed Blanche DuBois moves in with her sister in New Orleans and is tormented by her brutish brother-in-law while her reality crumbles around her.,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
