budget,keywords,original_title,popularity,production_companies,production_countries,release_date,revenue,spoken_languages,status,tagline,title,vote_average,vote_count
45000000,"car race, dystopia, matter of life and death, prison guard, car set on fire, escape from prison, exploding building, vehicle combat, car crash, violence",Death Race,42.57877,"Universal Pictures, Cruise/Wagner Productions, Impact Pictures, Relativity Media, Scion Films, H2S2 Filmproduktionsgesellschaft","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",2008-08-22,73762516,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Get ready for a killer race.,Death Race,6.0,1175
63000000,"support group, dual identity, nihilism, rage and hate, insomnia, dystopia, violence",Fight Club,146.757391,"Regency Enterprises, Fox 2000 Pictures, Taurus Film, Linson Films, Atman Entertainment, Knickerbocker Films","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-10-15,100853753,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Mischief. Mayhem. Soap.,Fight Club,8.3,9413
65000000,"soul, queen, anti hero, fantasy, prince, supernatural, frankenstein, good vs evil, gargoyles, fighting, demon, dark, imax, 3d","I, Frankenstein",31.324734,"Lakeshore Entertainment, Sidney Kimmel Entertainment, Lionsgate, Hopscotch Films","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""AU"", ""name"": ""Australia""}]",2014-01-22,71154592,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"In the battle between good and evil, an immortal holds the key","I, Frankenstein",5.0,687
43000000,"martial arts, based on comic book, female assassin, spin off",Elektra,28.613892,"Twentieth Century Fox Film Corporation, Regency Enterprises, Epsilon Motion Pictures, New Regency Pictures, Marvel Enterprises, Horseshoe Bay Productions, Elektra Productions, SAI Productions","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-01-13,56681566,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",Released,Looks can kill,Elektra,4.8,575
65000000,"detective, dystopia, dominatrix, murder, suspense, twins, based on graphic novel, dark horse comics, neo-noir, 3d",Sin City: A Dame to Kill For,85.428395,"Miramax Films, Troublemaker Studios, AR Films, Aldamisa Entertainment, Demarest Films, Solipsist Film, Residaco","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-08-20,39407616,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,There is no justice without sin.,Sin City: A Dame to Kill For,6.3,1286
55000000,"mountains, snow storm, hiking, climbing, snow, death, blizzard, mountain climbing, based on true events, mount everest, 3d",Everest,60.246978,"Universal Pictures, Working Title Films, Walden Media, Cross Creek Pictures, Free State Pictures, RVK Studios","[{""iso_3166_1"": ""IS"", ""name"": ""Iceland""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2015-09-10,203427584,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Storm Awaits.,Everest,6.7,1772
50000000,"paris, female nudity, prostitute, small town, obsession, orgy, bad smell, nudity, lone wolf, lavender, nose, child prodigy, fish market, daughter, supernatural, genius, children's home, death, perfume",Perfume: The Story of a Murderer,42.551902,"Davis-Films, Nouvelles Éditions de Films (NEF), Rising Star, VIP Medienfonds 4, Ikiru Films, Constantin Film Produktion, Castelao Producciones","[{""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",2006-09-13,132180323,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Based on the best-selling novel,Perfume: The Story of a Murderer,7.1,1165
63000000,"saving the world, submarine, brother brother relationship, clone, spy, helicopter, gold, submachine gun, asteroid, undercover, belgium, dutch, car journey, nightclub, laser, sumo ringer, family history, auto, clowning, overweight man, conciliation, james bond spoof, duringcreditsstinger",Austin Powers in Goldmember,40.137264,"New Line Cinema, Eric's Boy, Team Todd, Moving Pictures, Gratitude International","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-07-26,296655431,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,He's still evil... He's still deadly... and he's still surrounded by frickin' idiots!,Austin Powers in Goldmember,5.9,979
65000000,superhero,Astro Boy,24.857079,"The Weinstein Company, Summit Entertainment, Tezuka Production Company Ltd., Imagi Animation Studios","[{""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}, {""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-10-15,44091067,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Have a blast.,Astro Boy,6.1,409
63000000,"exotic island, dna, paleontology, tyrannosaurus rex, triceratops, brontosaurus, electric fence, island, dinosaur, amusement park, theme park, jurassic park",Jurassic Park,40.413191,"Universal Pictures, Amblin Entertainment","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1993-06-11,920100000,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,An adventure 65 million years in the making.,Jurassic Park,7.6,4856
64000000,"baby, adoption, married couple, small person, criminal",Little Man,12.421504,"Revolution Studios, Wayans Bros. Entertainment","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-08-31,101595121,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Big things come in small packages,Little Man,5.3,261
62000000,"submarine, world war ii, north atlantic, mission",U-571,18.096884,"Universal Pictures, Canal Plus, Dino De Laurentiis Company","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-04-20,127666415,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,Heroes are ordinary men who do extraordinary things in extraordinary times.,U-571,6.1,340
62000000,"sport, ice hockey, guru, comedy, bollywood, india, spiritualist, broken heart, self-help, stanley cup, chastity, ashram, expert",The Love Guru,13.218008,"Paramount Pictures, Goldcrest Pictures, Internationale Filmproduktion","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",2008-06-20,41819064,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,His Karma is Huge,The Love Guru,4.3,242
44000000,"bounty hunter, wyoming, mountains, narration, hangman, stagecoach, blizzard, post civil war",The Hateful Eight,68.717016,"Double Feature Films, The Weinstein Company, FilmColony","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-12-25,155760117,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,No one comes up here without a damn good reason.,The Hateful Eight,7.6,4274
63000000,"coup d'etat, slacker, easter, easter bunny, aftercreditsstinger, live action and animation",Hop,16.791058,"Universal Pictures, Illumination Entertainment","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2011-03-30,183953723,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""th"", ""name"": ""\u0e20\u0e32\u0e29\u0e32\u0e44\u0e17\u0e22""}]",Released,"Candy, chicks and rock 'n' roll.",Hop,5.5,331
65000000,"evisceration, javelin, shield, army, fall from height, ancient world, s.a.t., minions",300,65.197968,"Virtual Studios, Legendary Pictures, Hollywood Gang Productions, Atmosphere Entertainment MM, Warner Bros., Nimar Studios, Cruel and Unusual Films","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-12-09,422610419,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Spartans, prepare for glory!",300,7.0,4997
80000000,"cia, parents kids relationship, florida, anti-authoritarian upbringing, jew, parents-in-law, orderly, just married, sex therapy, bad father-in-law, family, illegitimate son",Meet the Fockers,32.829538,"DreamWorks SKG, Universal Pictures, Everyman Pictures, Tribeca Productions","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-12-22,516642939,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Misery loves family.,Meet the Fockers,6.1,1373
60000000,"journalist, based on novel, puppy, dog, duringcreditsstinger, columnist, animal lead",Marley & Me,30.951203,"Sunswept Entertainment, Dune Entertainment III","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-12-25,244082376,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Heel the love.,Marley & Me,6.9,1343
60000000,"southern usa, black people, mentally disabled, based on novel, heal, death row, jail guard, great depression, prison guard, electric chair, magic realism, healing, death row inmate, 1930s",The Green Mile,103.698022,"Castle Rock Entertainment, Darkwoods Productions, Warner Bros.","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-12-10,284600000,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Miracles do happen.,The Green Mile,8.2,4048
0,"midlife crisis, road trip, politically incorrect, motorcycle gang, biker film, awkwardness, travel writer, middle age, middle aged man",Wild Hogs,31.719463,"Wild Hogs Productions, Touchstone Pictures","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-03-02,253625427,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A lot can happen on the road to nowhere.,Wild Hogs,5.6,648
150000000,"fish, small town, space marine, chicken, alien, best friend, alien invasion, animal, duringcreditsstinger, 3d",Chicken Little,47.973995,"Walt Disney Pictures, Walt Disney Feature Animation","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-11-04,314432665,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"When it comes to saving the world, it helps to be a little chicken.",Chicken Little,5.6,944
61000000,"based on novel, marriage crisis, disappearance, cheating husband, missing person, search party, criminal lawyer, wife murder, murder suspect, missing wife",Gone Girl,143.041543,"Twentieth Century Fox Film Corporation, Regency Enterprises, New Regency Pictures, Pacific Standard, TSG Entertainment, Artemple - Hollywood","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-10-01,369330363,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,You don't know what you've got 'til it's...,Gone Girl,7.9,5862
60000000,"paris, barcelona spain, assassin, based on novel, secret identity, amnesia, sniper, passport, mission of murder, lovers, escape, shootout, foot chase, cell phone, car chase, multiple identities, surveillance camera, hamburg germany, fishing boat, langley virginia, safe deposit box, flashback, hand to hand combat",The Bourne Identity,86.476817,"Universal Pictures, Kennedy/Marshall Company, The, Hypnotic, Kalima Productions GmbH & Co. KG, Stillking Films","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""CZ"", ""name"": ""Czech Republic""}]",2002-06-14,214034224,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""nl"", ""name"": ""Nederlands""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,He was the perfect weapon until he became the target.,The Bourne Identity,7.3,3583
58000000,"cuba, falsely accused, secret identity, computer virus, secret base, secret intelligence service, kgb, satellite, special car, cossack, electromagnetic pulse, time bomb, st. petersburg russia, ejection seat, red army",GoldenEye,59.824565,"United Artists, Eon Productions","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-11-16,352194034,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,No limits. No fears. No substitutes.,GoldenEye,6.6,1174
61000000,"undercover, undercover agent, based on comic book, money, fugitive, bank robbery, dea agent",2 Guns,42.881415,"Universal Studios, Marc Platt Productions, Emmett/Furla Films, Envision Entertainment Corporation","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-08-02,131940411,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"2 Guns, 1 Bank.",2 Guns,6.6,1589
60000000,"fight, governance, puppy, allergy, 3d",Cats & Dogs,18.735024,"Village Roadshow Pictures, NPV Entertainment, Mad Chance, Zide-Perry Productions, Warner Bros., BenderSpink","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-07-04,93375151,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""th"", ""name"": ""\u0e20\u0e32\u0e29\u0e32\u0e44\u0e17\u0e22""}]",Released,Things Are Gonna Get Hairy!,Cats & Dogs,5.0,352
60000000,"venice, california, train station, helicopter, austria, mountains, gold, subway, hacker, chase, safe, remake, caper, revenge, murder, heist, double crossed, fast cars, boat chase, los angeles, explosion, convict, father daughter relationship, car chase, tv news, hollywood sign, television repair, mini cooper",The Italian Job,62.766854,"De Line Pictures, Working Title Films","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-05-30,176070171,"[{""iso_639_1"": ""uk"", ""name"": ""\u0423\u043a\u0440\u0430\u0457\u043d\u0441\u044c\u043a\u0438\u0439""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,Get in. Get out. Get even.,The Italian Job,6.6,1919
70000000,"island, married couple, yoga, tahiti, couples therapy, beautiful woman, tropical, aftercreditsstinger, duringcreditsstinger, french polynesia, polynésie française",Couples Retreat,26.676487,"Universal Pictures, Wild West Picture Show Productions, Stuber Productions, Relativity Media","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-09-19,171844840,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It may be paradise... but it's no vacation.,Couples Retreat,5.3,588
61000000,"based on novel, resistance, maze, post-apocalyptic, dystopia, infection, on the run, escape, zombie, storm, disease, desert, sewer, antidote, corporation, virus, runner, city ruin, immunity",Maze Runner: The Scorch Trials,113.161483,"Gotham Group, Temple Hill Entertainment, TSG Entertainment","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-09-09,311256926,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Maze Was Just the Beginning.,Maze Runner: The Scorch Trials,6.4,3040
60000000,"indonesia, female protagonist, india, divorce, bali",Eat Pray Love,28.800112,"Columbia Pictures, Red Om Films, Plan B Entertainment","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-08-12,204594016,"[{""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,Let Yourself GO,Eat Pray Love,5.8,636
60000000,"egypt, temple",The Scorpion King,37.537093,"Universal Pictures, Kalima Productions GmbH & Co. KG, World Wrestling Entertainment (WWE), Alphaville Films","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""BE"", ""name"": ""Belgium""}]",2002-04-16,165333180,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""th"", ""name"": ""\u0e20\u0e32\u0e29\u0e32\u0e44\u0e17\u0e22""}]",Released,Warrior. Legend. King.,The Scorpion King,5.3,779
