film,Released_Year,Runtime,IMDB_Rating,No_of_Votes,Gross,Overview,Director,Star1,Star2,Star3,Star4,Meta_score,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,oscar_nominations,oscar_wins,best_picture_nom,best_picture_win
Persepolis,2007.0,96,8.0,88656,4445756,A precocious and outspoken Iranian girl grows up during the Islamic Revolution.,Vincent Paronnaud,Marjane Satrapi,Chiara Mastroianni,Catherine Deneuve,Gena Rowlands,90.0,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0
Dallas Buyers Club,2013.0,117,8.0,441614,27298285,"In 1985 Dallas, electrician and hustler Ron Woodroof works around the system to help AIDS patients get the medication they need after he is diagnosed with the disease.",Jean-Marc Vallée,Matthew McConaughey,Jennifer Garner,Jared Leto,Steve Zahn,80.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,3,1,0
The Pursuit of Happyness,2006.0,117,8.0,448930,163566459,A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career.,Gabriele Muccino,Will Smith,Thandie Newton,Jaden Smith,Brian Howe,64.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0
Blood Diamond,2006.0,143,8.0,499439,57366262,"A fisherman, a smuggler, and a syndicate of businessmen match wits over the possession of a priceless diamond.",Edward Zwick,Leonardo DiCaprio,Djimon Hounsou,Jennifer Connelly,Kagiso Kuypers,64.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5,0,0,0
The Bourne Ultimatum,2007.0,115,8.0,604694,227471070,Jason Bourne dodges a ruthless C.I.A. official and his Agents from a new assassination program while searching for the origins of his life as a trained killer.,Paul Greengrass,Matt Damon,Edgar Ramírez,Joan Allen,Julia Stiles,85.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,3,3,0,0
Bin-jip,2004.0,88,8.0,50610,238507,A transient young man breaks into empty homes to partake of the vacationing residents' lives for a few days.,Ki-duk Kim,Seung-Yun Lee,Hee Jae,Hyuk-ho Kwon,Jin-mo Joo,72.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,0,0
Sin City,2005.0,124,8.0,738512,74103820,"A movie that explores the dark and miserable town, Basin City, tells the story of three different people, all caught up in violent corruption.",Frank Miller,Quentin Tarantino,Robert Rodriguez,Mickey Rourke,Clive Owen,74.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,0,0
Le scaphandre et le papillon,2007.0,112,8.0,103284,5990075,The true story of Elle editor Jean-Dominique Bauby who suffers a stroke and has to live with an almost totally paralyzed body; only his left eye isn't paralyzed.,Julian Schnabel,Laura Obiols,Mathieu Amalric,Emmanuelle Seigner,Marie-Josée Croze,92.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0
Ratatouille,2007.0,111,8.0,641645,206445654,A rat who can cook makes an unusual alliance with a young kitchen worker at a famous restaurant.,Brad Bird,Jan Pinkava,Brad Garrett,Lou Romano,Patton Oswalt,96.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,1,0,0
Casino Royale,2006.0,144,8.0,582239,167445960,"After earning 00 status and a licence to kill, Secret Agent James Bond sets out on his first mission as 007. Bond must defeat a private banker funding terrorists in a high-stakes game of poker at Casino Royale, Montenegro.",Martin Campbell,Daniel Craig,Eva Green,Judi Dench,Jeffrey Wright,80.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,0,0,0
Kill Bill: Vol. 2,2004.0,137,8.0,683900,66208183,"The Bride continues her quest of vengeance against her former boss and lover Bill, the reclusive bouncer Budd, and the treacherous, one-eyed Elle.",Quentin Tarantino,Uma Thurman,David Carradine,Michael Madsen,Daryl Hannah,83.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,0,0
Bom Yeoareum Gaeul Gyeoul Geurigo Bom,2003.0,103,8.0,77520,2380788,A boy is raised by a Buddhist monk in an isolated floating temple where the years pass like the seasons.,Ki-duk Kim,Ki-duk Kim,Yeong-su Oh,Jong-ho Kim,Kim Young-Min,85.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,0,0
Mar adentro,2014.0,126,8.0,77554,2086345,"The factual story of Spaniard Ramon Sampedro, who fought a thirty-year campaign in favor of euthanasia and his own right to die.",Alejandro Amenábar,Javier Bardem,Belén Rueda,Lola Dueñas,Mabel Rivera,74.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0
Cinderella Man,2005.0,144,8.0,176151,61649911,"The story of James J. Braddock, a supposedly washed-up boxer who came back to become a champion and an inspiration in the 1930s.",Ron Howard,Russell Crowe,Renée Zellweger,Craig Bierko,Paul Giamatti,69.0,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3,0,0,0
Kal Ho Naa Ho,2003.0,186,8.0,63460,1787378,"Naina, an introverted, perpetually depressed girl's life changes when she meets Aman. But Aman has a secret of his own which changes their lives forever. Embroiled in all this is Rohit, Naina's best friend who conceals his love for her.",Nikkhil Advani,Preity Zinta,Shah Rukh Khan,Saif Ali Khan,Jaya Bachchan,54.0,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0
Mou gaan dou,2002.0,101,8.0,117857,169659,"A story between a mole in the police department and an undercover cop. Their objectives are the same: to find out who is the mole, and who is the cop.",Andrew Lau,Alan Mak,Andy Lau,Tony Chiu-Wai Leung,Anthony Chau-Sang Wong,75.0,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0
Pirates of the Caribbean: The Curse of the Black Pearl,2003.0,143,8.0,1015122,305413918,"Blacksmith Will Turner teams up with eccentric pirate ""Captain"" Jack Sparrow to save his love, the governor's daughter, from Jack's former pirate allies, who are now undead.",Gore Verbinski,Johnny Depp,Geoffrey Rush,Orlando Bloom,Keira Knightley,63.0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,5,0,0,0
Big Fish,2003.0,125,8.0,415218,66257002,A frustrated son tries to determine the fact from fiction in his dying father's life.,Tim Burton,Ewan McGregor,Albert Finney,Billy Crudup,Jessica Lange,58.0,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0
The Incredibles,2004.0,115,8.0,657047,261441092,"A family of undercover superheroes, while trying to live the quiet suburban life, are forced into action to save the world.",Brad Bird,Craig T. Nelson,Samuel L. Jackson,Holly Hunter,Jason Lee,90.0,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,2,0,0
Dogville,2003.0,178,8.0,137963,1530386,"A woman on the run from the mob is reluctantly accepted in a small Colorado community in exchange for labor, but when a search visits the town she finds out that their support has a price.",Lars von Trier,Nicole Kidman,Paul Bettany,Lauren Bacall,Harriet Andersson,60.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0
Donnie Darko,2001.0,113,8.0,740086,1480006,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a man in a large rabbit suit who manipulates him to commit a series of crimes.",Richard Kelly,Jake Gyllenhaal,Jena Malone,Mary McDonnell,Holmes Osborne,88.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,0,0,0,0
Magnolia,1999.0,188,8.0,289742,22455976,"An epic mosaic of interrelated characters in search of love, forgiveness, and meaning in the San Fernando Valley.",Paul Thomas Anderson,Tom Cruise,Jason Robards,Julianne Moore,Philip Seymour Hoffman,77.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,0,0,0
Dancer in the Dark,2000.0,140,8.0,102285,4184036,"An East European girl travels to the United States with her young son, expecting it to be like a Hollywood film.",Lars von Trier,Björk,Catherine Deneuve,David Morse,Peter Stormare,61.0,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,0,0,0
The Straight Story,1999.0,112,8.0,82002,6203044,An old man makes a long journey by lawnmower to mend his relationship with an ill brother.,David Lynch,Richard Farnsworth,Sissy Spacek,Jane Galloway Heitz,Joseph A. Carpenter,86.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0
Festen,1998.0,105,8.0,78341,1647780,"At Helge's 60th birthday party, some unpleasant family truths are revealed.",Thomas Vinterberg,Ulrich Thomsen,Henning Moritzen,Thomas Bo Larsen,Paprika Steen,82.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0
Central do Brasil,1998.0,110,8.0,36419,5595428,"An emotive journey of a former school teacher, who writes letters for illiterate people, and a young boy, whose mother has just died, as they search for the father he never knew.",Walter Salles,Fernanda Montenegro,Vinícius de Oliveira,Marília Pêra,Soia Lira,80.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0
The Iron Giant,1999.0,86,8.0,172083,23159305,A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.,Brad Bird,Eli Marienthal,Harry Connick Jr.,Jennifer Aniston,Vin Diesel,85.0,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0
Sling Blade,1996.0,135,8.0,86838,24475416,"Karl Childers, a simple man hospitalized since his childhood murder of his mother and her lover, is released to start a new life in a small town.",Billy Bob Thornton,Billy Bob Thornton,Dwight Yoakam,J.T. Walsh,John Ritter,84.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,1,0,0
Secrets & Lies,1996.0,136,8.0,37564,13417292,"Following the death of her adoptive parents, a successful young black optometrist establishes contact with her biological mother -- a lonely white factory worker living in poverty in East London.",Mike Leigh,Timothy Spall,Brenda Blethyn,Phyllis Logan,Claire Rushbrook,91.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,0,1,0
Twelve Monkeys,1995.0,129,8.0,578443,57141459,"In a future world devastated by disease, a convict is sent back in time to gather information about the man-made virus that wiped out most of the human population on the planet.",Terry Gilliam,Bruce Willis,Madeleine Stowe,Brad Pitt,Joseph Melito,74.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,0,0,0,0
Kôkaku Kidôtai,1995.0,83,8.0,129231,515905,A cyborg policewoman and her partner hunt a mysterious and powerful hacker called the Puppet Master.,Mamoru Oshii,Atsuko Tanaka,Iemasa Kayumi,Akio Ôtsuka,Kôichi Yamadera,76.0,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0
The Nightmare Before Christmas,1993.0,76,8.0,300208,75082668,"Jack Skellington, king of Halloween Town, discovers Christmas Town, but his attempts to bring Christmas to his home causes confusion.",Henry Selick,Danny Elfman,Chris Sarandon,Catherine O'Hara,William Hickey,82.0,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0
Groundhog Day,1993.0,101,8.0,577991,70906973,A weatherman finds himself inexplicably living the same day over and over again.,Harold Ramis,Bill Murray,Andie MacDowell,Chris Elliott,Stephen Tobolowsky,72.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0,0,0,0
Bound by Honor,1993.0,180,8.0,28825,4496583,"Based on the true life experiences of poet Jimmy Santiago Baca, the film focuses on step-brothers Paco and Cruz, and their bi-racial cousin Miklo.",Taylor Hackford,Damian Chapa,Jesse Borrego,Benjamin Bratt,Enrique Castillo,47.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0
